study_variable,published_domain,regex_domain,match
cash_choice_task,Cognition,Cognition,True
lmt_scr_perc_correct,Cognition,Cognition,True
nihtbx_cardsort_uncorrected,Cognition,Cognition,True
nihtbx_cryst_uncorrected,Cognition,Cognition,True
nihtbx_flanker_uncorrected,Cognition,Cognition,True
nihtbx_fluidcomp_uncorrected,Cognition,Cognition,True
nihtbx_list_uncorrected,Cognition,Cognition,True
nihtbx_pattern_uncorrected,Cognition,Cognition,True
nihtbx_picture_uncorrected,Cognition,Cognition,True
nihtbx_picvocab_uncorrected,Cognition,Cognition,True
nihtbx_reading_uncorrected,Cognition,Cognition,True
nihtbx_totalcomp_uncorrected,Cognition,Cognition,True
pea_wiscv_tss,Cognition,Cognition,True
RAVLT,Cognition,Cognition,True
screen_wkdy_y,Screen Time,Screen Time,True
screen1_wkdy_y,Screen Time,Screen Time,True
screen10_wknd_y,Screen Time,Screen Time,True
screen11_wknd_y,Screen Time,Screen Time,True
screen12_wknd_y,Screen Time,Screen Time,True
screen13_y,Screen Time,Screen Time,True
screen14_y,Screen Time,Screen Time,True
screen2_wkdy_y,Screen Time,Screen Time,True
screen3_wkdy_y,Screen Time,Screen Time,True
screen4_wkdy_y,Screen Time,Screen Time,True
screen5_wkdy_y,Screen Time,Screen Time,True
screen7_wknd_y,Screen Time,Screen Time,True
screen8_wknd_y,Screen Time,Screen Time,True
screen9_wknd_y,Screen Time,Screen Time,True
screentime1_p_composite,Screen Time,Screen Time,True
screentime2_p_composite,Screen Time,Screen Time,True
stq_y_ss_weekday,Screen Time,Screen Time,True
stq_y_ss_weekend,Screen Time,Screen Time,True
demo_child_time_v2,Demographics,Demographics,True
demo_comb_income_v2,Demographics,Demographics,True
demo_ed_v2,Demographics,Demographics,True
demo_fam_exp1_v2,Demographics,Demographics,True
demo_fam_exp2_v2,Demographics,Demographics,True
demo_fam_exp3_v2,Demographics,Demographics,True
demo_fam_exp5_v2,Demographics,Demographics,True
demo_fam_exp6_v2,Demographics,Demographics,True
demo_fam_exp7_v2,Demographics,Demographics,True
demo_prnt_16,Demographics,Demographics,True
demo_prnt_age_v2,Demographics,Demographics,True
demo_prnt_ed_v2,Demographics,Demographics,True
demo_prnt_income_v2,Demographics,Demographics,True
demo_prnt_prtnr_adopt,Demographics,Demographics,True
demo_prnt_prtnr_bio,Demographics,Demographics,True
demo_prnt_prtnr_v2,Demographics,Demographics,True
demo_prnt_working,Demographics,Demographics,True
demo_prnt_years_us_v2,Demographics,Demographics,True
demo_prtnr_ed_v2,Demographics,Demographics,True
demo_prtnr_income_v2,Demographics,Demographics,True
demo_prtnr_working,Demographics,Demographics,True
demo_roster_v2,Demographics,Demographics,True
demo_years_us_v2,Demographics,Demographics,True
demo_yrs_1,Demographics,Demographics,True
demo_yrs_2,Demographics,Demographics,True
demo_yrs_2a_2,Demographics,Demographics,True
demo_yrs_2b_2,Demographics,Demographics,True
isip_1b_yn,Substance,Substance,True
isip_1d_2,Substance,Substance,True
parent_rules_q1,Substance,Culture/Environment,False
parent_rules_q1a,Substance,Culture/Environment,False
parent_rules_q2,Substance,Culture/Environment,False
parent_rules_q4,Substance,Culture/Environment,False
parent_rules_q5,Substance,Culture/Environment,False
parent_rules_q6,Substance,Culture/Environment,False
parent_rules_q7,Substance,Culture/Environment,False
parent_rules_q8,Substance,Culture/Environment,False
parent_rules_q9,Substance,Culture/Environment,False
path_alc_youth1,Substance,Substance,True
path_alc_youth2,Substance,Substance,True
path_alc_youth4,Substance,Substance,True
path_alc_youth5,Substance,Substance,True
path_alc_youth7,Substance,Substance,True
path_alc_youth8,Substance,Substance,True
peer_deviance_2_dd1457,Substance,Substance,True
su_caff_intake_1_calc,Substance,Substance,True
su_caff_intake_3_calc,Substance,Substance,True
su_caff_intake_4_calc,Substance,Substance,True
su_caff_intake_6_calc,Substance,Substance,True
su_caff_intake_9_calc,Substance,Substance,True
su_caff_max_calc,Substance,Substance,True
su_caff_ss_sum_calc,Substance,Substance,True
su_isip_1_calc,Substance,Substance,True
su_isip_1b_2_calc,Substance,Substance,True
su_risk_p_1,Substance,Substance,True
su_risk_p_2,Substance,Substance,True
su_risk_p_3,Substance,Substance,True
su_risk_p_4,Substance,Substance,True
su_risk_p_5,Substance,Substance,True
su_risk_p_6,Substance,Substance,True
su_risk_p_7,Substance,Substance,True
su_risk_p_8,Substance,Substance,True
su_risk_p_9,Substance,Substance,True
tlfb_alc_sip,Substance,Substance,True
tlfb_inhalant,Substance,Substance,True
tlfb_list___1,Substance,Substance,True
tlfb_list___18,Substance,Substance,True
tlfb_list___7,Substance,Substance,True
tlfb_list_yes_no,Substance,Substance,True
tlfb_mj,Substance,Substance,True
tlfb_mj_synth,Substance,Substance,True
tlfb_rx_misuse,Substance,Substance,True
tlfb_tob,Substance,Substance,True
crpbi_caregiver12_y,Culture/Environment,Culture/Environment,True
crpbi_caregiver13_y,Culture/Environment,Culture/Environment,True
crpbi_caregiver14_y,Culture/Environment,Culture/Environment,True
crpbi_caregiver15_y,Culture/Environment,Culture/Environment,True
crpbi_caregiver16_y,Culture/Environment,Culture/Environment,True
crpbi_parent1_y,Culture/Environment,Culture/Environment,True
crpbi_parent2_y,Culture/Environment,Culture/Environment,True
crpbi_parent3_y,Culture/Environment,Culture/Environment,True
crpbi_parent4_y,Culture/Environment,Culture/Environment,True
crpbi_parent5_y,Culture/Environment,Culture/Environment,True
crpbi_y_ss_caregiver,Culture/Environment,Culture/Environment,True
crpbi_y_ss_parent,Culture/Environment,Culture/Environment,True
fam_enviro1_p,Culture/Environment,Culture/Environment,True
fam_enviro2r_p,Culture/Environment,Culture/Environment,True
fam_enviro3_p,Culture/Environment,Culture/Environment,True
fam_enviro4r_p,Culture/Environment,Culture/Environment,True
fam_enviro5_p,Culture/Environment,Culture/Environment,True
fam_enviro6_p,Culture/Environment,Culture/Environment,True
fam_enviro7r_p,Culture/Environment,Culture/Environment,True
fam_enviro8_p,Culture/Environment,Culture/Environment,True
fam_enviro9r_p,Culture/Environment,Culture/Environment,True
fes_p_ss_fc_pr,Culture/Environment,Culture/Environment,True
fes_y_ss_fc_pr,Culture/Environment,Culture/Environment,True
fes_youth_q1,Culture/Environment,Culture/Environment,True
fes_youth_q2,Culture/Environment,Culture/Environment,True
fes_youth_q3,Culture/Environment,Culture/Environment,True
fes_youth_q4,Culture/Environment,Culture/Environment,True
fes_youth_q5,Culture/Environment,Culture/Environment,True
fes_youth_q6,Culture/Environment,Culture/Environment,True
fes_youth_q7,Culture/Environment,Culture/Environment,True
fes_youth_q8,Culture/Environment,Culture/Environment,True
fes_youth_q9,Culture/Environment,Culture/Environment,True
neighborhood_crime_y,Culture/Environment,Culture/Environment,True
neighborhood1r_p,Culture/Environment,Culture/Environment,True
neighborhood2r_p,Culture/Environment,Culture/Environment,True
neighborhood3r_p,Culture/Environment,Culture/Environment,True
nsc_p_ss_mean_3_items,Culture/Environment,Culture/Environment,True
parent_monitor_q1_y,Culture/Environment,Culture/Environment,True
parent_monitor_q2_y,Culture/Environment,Culture/Environment,True
parent_monitor_q3_y,Culture/Environment,Culture/Environment,True
parent_monitor_q4_y,Culture/Environment,Culture/Environment,True
parent_monitor_q5_y,Culture/Environment,Culture/Environment,True
pmq_y_ss_mean,Culture/Environment,Culture/Environment,True
prosocial_q1_p,Culture/Environment,Culture/Environment,True
prosocial_q1_y,Culture/Environment,Culture/Environment,True
prosocial_q2_p,Culture/Environment,Culture/Environment,True
prosocial_q2_y,Culture/Environment,Culture/Environment,True
prosocial_q3_p,Culture/Environment,Culture/Environment,True
prosocial_q3_y,Culture/Environment,Culture/Environment,True
psb_p_ss_mean,Culture/Environment,Culture/Environment,True
psb_y_ss_mean,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_b138,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_crowd,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_edu_h,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_edu_l,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_home_o,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_home_v,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_in_dis,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_income,Culture/Environment,Demographics,False
reshist_addr1_adi_mortg,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_ncar,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_nplumb,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_ntel,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_perc,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_pov,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_rent,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_sp,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_unemp,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_work_c,Culture/Environment,Culture/Environment,True
reshist_addr1_adi_wsum,Culture/Environment,Culture/Environment,True
reshist_addr1_d1a,Culture/Environment,Culture/Environment,True
reshist_addr1_drgposs,Culture/Environment,Culture/Environment,True
reshist_addr1_drgsale,Culture/Environment,Culture/Environment,True
reshist_addr1_drugtot,Culture/Environment,Substance,False
reshist_addr1_dui,Culture/Environment,Culture/Environment,True
reshist_addr1_elevation,Culture/Environment,Culture/Environment,True
reshist_addr1_grndtot,Culture/Environment,Culture/Environment,True
reshist_addr1_leadrisk,Culture/Environment,Culture/Environment,True
reshist_addr1_leadrisk_housing,Culture/Environment,Culture/Environment,True
reshist_addr1_leadrisk_poverty,Culture/Environment,Culture/Environment,True
reshist_addr1_mjsale,Culture/Environment,Culture/Environment,True
reshist_addr1_no2,Culture/Environment,Culture/Environment,True
reshist_addr1_p1tot,Culture/Environment,Culture/Environment,True
reshist_addr1_p1vlnt,Culture/Environment,Culture/Environment,True
reshist_addr1_percentile,Culture/Environment,Culture/Environment,True
reshist_addr1_pm25,Culture/Environment,Culture/Environment,True
reshist_addr1_pm252016aa,Culture/Environment,Culture/Environment,True
reshist_addr1_popdensity,Culture/Environment,Culture/Environment,True
reshist_addr1_proxrd,Culture/Environment,Culture/Environment,True
reshist_addr1_walkindex,Culture/Environment,Culture/Environment,True
reshist_addr1_years,Culture/Environment,Culture/Environment,True
reshist_state_immigrant_factor,Culture/Environment,Culture/Environment,True
reshist_state_mj_laws1,Culture/Environment,Culture/Environment,True
reshist_state_mj_laws2,Culture/Environment,Culture/Environment,True
reshist_state_mj_laws3,Culture/Environment,Culture/Environment,True
reshist_state_racism_factor,Culture/Environment,Culture/Environment,True
reshist_state_sexism_factor,Culture/Environment,Culture/Environment,True
reshist_state_so_factor,Culture/Environment,Culture/Environment,True
school_10_y,Culture/Environment,Culture/Environment,True
school_12_y,Culture/Environment,Culture/Environment,True
school_15_y,Culture/Environment,Culture/Environment,True
school_17_y,Culture/Environment,Culture/Environment,True
school_2_y,Culture/Environment,Culture/Environment,True
school_3_y,Culture/Environment,Culture/Environment,True
school_4_y,Culture/Environment,Culture/Environment,True
school_5_y,Culture/Environment,Culture/Environment,True
school_6_y,Culture/Environment,Culture/Environment,True
school_7_y,Culture/Environment,Culture/Environment,True
school_8_y,Culture/Environment,Culture/Environment,True
school_9_y,Culture/Environment,Culture/Environment,True
srpf_y_ss_dfs,Culture/Environment,Culture/Environment,True
srpf_y_ss_iiss,Culture/Environment,Culture/Environment,True
srpf_y_ss_ses,Culture/Environment,Culture/Environment,True
anthro_waist_cm,Physical Health,Physical Health,True
anthroheightcalc,Physical Health,Physical Health,True
anthroweightcalc,Physical Health,Physical Health,True
Any_antidepressantAfter,Physical Health,Physical Health,True
Any_antidepressantB4,Physical Health,Physical Health,True
birth_weight_oz_comb,Physical Health,Physical Health,True
caff_24,Physical Health,Substance,False
caff_ago,Physical Health,Substance,False
brought_medications,Physical Health,Physical Health,True
child_antidep_use,Physical Health,Physical Health,True
child_SSRI_use,Physical Health,Physical Health,True
devhx_10,Physical Health,Physical Health,True
devhx_10a3_p,Physical Health,Physical Health,True
devhx_10b3_p,Physical Health,Physical Health,True
devhx_10c3_p,Physical Health,Physical Health,True
devhx_10g3_p,Physical Health,Physical Health,True
devhx_10h3_p,Physical Health,Physical Health,True
devhx_10i3_p,Physical Health,Physical Health,True
devhx_10j3_p,Physical Health,Physical Health,True
devhx_10k3_p,Physical Health,Physical Health,True
devhx_10m3_p,Physical Health,Physical Health,True
devhx_11_p,Physical Health,Physical Health,True
devhx_12_p,Physical Health,Physical Health,True
devhx_12a_p,Physical Health,Physical Health,True
devhx_13_3_p,Physical Health,Physical Health,True
devhx_14a3_p,Physical Health,Physical Health,True
devhx_14c3_p,Physical Health,Physical Health,True
devhx_14e3_p,Physical Health,Physical Health,True
devhx_14f3_p,Physical Health,Physical Health,True
devhx_14h3_p,Physical Health,Physical Health,True
devhx_15,Physical Health,Physical Health,True
devhx_16_p,Physical Health,Physical Health,True
devhx_17_p,Physical Health,Physical Health,True
devhx_18_p,Physical Health,Physical Health,True
devhx_19a_p,Physical Health,Physical Health,True
devhx_19b_p,Physical Health,Physical Health,True
devhx_19c_p,Physical Health,Physical Health,True
devhx_19d_p,Physical Health,Physical Health,True
devhx_20_p,Physical Health,Physical Health,True
devhx_21_p,Physical Health,Physical Health,True
devhx_22_3_p,Physical Health,Physical Health,True
devhx_23b_p,Physical Health,Physical Health,True
devhx_3_p,Physical Health,Physical Health,True
devhx_4_p,Physical Health,Physical Health,True
devhx_5_p,Physical Health,Physical Health,True
devhx_6_p,Physical Health,Physical Health,True
devhx_7_p,Physical Health,Physical Health,True
devhx_8_alcohol,Physical Health,Physical Health,True
devhx_8_marijuana,Physical Health,Physical Health,True
devhx_8_prescript_med,Physical Health,Physical Health,True
devhx_8_tobacco,Physical Health,Physical Health,True
devhx_9_alcohol,Physical Health,Physical Health,True
devhx_9_med1_fu,Physical Health,Physical Health,True
devhx_9_prescript_med,Physical Health,Physical Health,True
devhx_9_tobacco,Physical Health,Physical Health,True
devhx_caffeine_11,Physical Health,Physical Health,True
devhx_caffeine_amt_TOTALPERMONTH,Physical Health,Physical Health,True
devhx_ss_12_p,Physical Health,Physical Health,True
devhx_ss_8_alcohol_avg_p,Physical Health,Physical Health,True
devhx_ss_8_alcohol_effects_p,Physical Health,Physical Health,True
devhx_ss_8_alcohol_max_p,Physical Health,Physical Health,True
devhx_ss_8_cigs_per_day_p,Physical Health,Physical Health,True
devhx_ss_8_marijuana_amt_p,Physical Health,Physical Health,True
devhx_ss_9_alcohol_effects_p,Physical Health,Physical Health,True
devhx_ss_9_alcohol_max_p,Physical Health,Physical Health,True
devhx_ss_9_cigs_per_day_p,Physical Health,Physical Health,True
filtered_dhea,Physical Health,Physical Health,True
filtered_estradiol,Physical Health,Physical Health,True
filtered_testosterone,Physical Health,Physical Health,True
medhx_1a,Physical Health,Physical Health,True
medhx_1b,Physical Health,Physical Health,True
medhx_2a,Physical Health,Physical Health,True
medhx_2b,Physical Health,Physical Health,True
medhx_2c,Physical Health,Physical Health,True
medhx_2d,Physical Health,Physical Health,True
medhx_2i,Physical Health,Physical Health,True
medhx_2n,Physical Health,Physical Health,True
medhx_2o,Physical Health,Physical Health,True
medhx_2q,Physical Health,Physical Health,True
medhx_2r,Physical Health,Physical Health,True
medhx_2s,Physical Health,Physical Health,True
medhx_4a,Physical Health,Physical Health,True
medhx_4b,Physical Health,Physical Health,True
medhx_5a,Physical Health,Physical Health,True
medhx_5b,Physical Health,Physical Health,True
medhx_6a,Physical Health,Physical Health,True
medhx_6a_notes,Physical Health,Physical Health,True
medhx_6b,Physical Health,Physical Health,True
medhx_6b_notes,Physical Health,Physical Health,True
medhx_6c,Physical Health,Physical Health,True
medhx_6c_times,Physical Health,Physical Health,True
medhx_6d,Physical Health,Physical Health,True
medhx_6d_notes,Physical Health,Physical Health,True
medhx_6e,Physical Health,Physical Health,True
medhx_6e_times,Physical Health,Physical Health,True
medhx_6f,Physical Health,Physical Health,True
medhx_6f_notes,Physical Health,Physical Health,True
medhx_6h,Physical Health,Physical Health,True
medhx_6h_times,Physical Health,Physical Health,True
medhx_6i,Physical Health,Physical Health,True
medhx_6i_times,Physical Health,Physical Health,True
medhx_6l,Physical Health,Physical Health,True
medhx_6l_notes,Physical Health,Physical Health,True
medhx_6m,Physical Health,Physical Health,True
medhx_6m_times,Physical Health,Physical Health,True
medhx_6n,Physical Health,Physical Health,True
medhx_6n_notes,Physical Health,Physical Health,True
medhx_6p,Physical Health,Physical Health,True
medhx_6p_notes,Physical Health,Physical Health,True
medhx_6t,Physical Health,Physical Health,True
medhx_6t_times,Physical Health,Physical Health,True
medhx_8a,Physical Health,Physical Health,True
medhx_9a,Physical Health,Physical Health,True
medhx_9b,Physical Health,Physical Health,True
medhx_9c,Physical Health,Physical Health,True
pds_1_p,Physical Health,Physical Health,True
pds_2_p,Physical Health,Physical Health,True
pds_3_p,Physical Health,Physical Health,True
pds_bdyhair_y,Physical Health,Physical Health,True
pds_f4_2_y,Physical Health,Physical Health,True
pds_f4_p,Physical Health,Physical Health,True
pds_ht2_y,Physical Health,Physical Health,True
pds_m4_p,Physical Health,Physical Health,True
pds_m4_y,Physical Health,Physical Health,True
pds_m5_p,Physical Health,Physical Health,True
pds_m5_y,Physical Health,Physical Health,True
pds_p_ss_female_category_2,Physical Health,Physical Health,True
pds_p_ss_male_category_2,Physical Health,Physical Health,True
pds_skin2_y,Physical Health,Physical Health,True
pds_y_ss_female_category_2,Physical Health,Physical Health,True
pds_y_ss_male_cat_2,Physical Health,Physical Health,True
physical_activity1_y,Physical Health,Physical Health,True
physical_activity2_y,Physical Health,Physical Health,True
physical_activity5_y,Physical Health,Physical Health,True
sai_past_year_num_activities,Physical Health,Physical Health,True
sai_ss_music_nyr_p,Physical Health,Physical Health,True
sai_ss_read_years_p,Physical Health,Physical Health,True
sds_p_ss_da,Physical Health,Physical Health,True
sds_p_ss_dims,Physical Health,Physical Health,True
sds_p_ss_does,Physical Health,Physical Health,True
sds_p_ss_sbd,Physical Health,Physical Health,True
sds_p_ss_shy,Physical Health,Physical Health,True
sds_p_ss_swtd,Physical Health,Physical Health,True
sds_p_ss_total,Physical Health,Physical Health,True
sleepdisturb1_p,Physical Health,Physical Health,True
sleepdisturb10_p,Physical Health,Physical Health,True
sleepdisturb11_p,Physical Health,Physical Health,True
sleepdisturb12_p,Physical Health,Physical Health,True
sleepdisturb13_p,Physical Health,Physical Health,True
sleepdisturb15_p,Physical Health,Physical Health,True
sleepdisturb16_p,Physical Health,Physical Health,True
sleepdisturb17_p,Physical Health,Physical Health,True
sleepdisturb18_p,Physical Health,Physical Health,True
sleepdisturb19_p,Physical Health,Physical Health,True
sleepdisturb2_p,Physical Health,Physical Health,True
sleepdisturb20_p,Physical Health,Physical Health,True
sleepdisturb21_p,Physical Health,Physical Health,True
sleepdisturb22_p,Physical Health,Physical Health,True
sleepdisturb23_p,Physical Health,Physical Health,True
sleepdisturb24_p,Physical Health,Physical Health,True
sleepdisturb25_p,Physical Health,Physical Health,True
sleepdisturb3_p,Physical Health,Physical Health,True
sleepdisturb4_p,Physical Health,Physical Health,True
sleepdisturb5_p,Physical Health,Physical Health,True
sleepdisturb6_p,Physical Health,Physical Health,True
sleepdisturb8_p,Physical Health,Physical Health,True
sleepdisturb9_p,Physical Health,Physical Health,True
SSRIAfter,Physical Health,Physical Health,True
SSRIB4,Physical Health,Physical Health,True
tbi_1,Physical Health,Physical Health,True
tbi_1c,Physical Health,Physical Health,True
tbi_3,Physical Health,Physical Health,True
tbi_3c,Physical Health,Physical Health,True
tbi_3d,Physical Health,Physical Health,True
tbi_ss_worst_overall,Physical Health,Physical Health,True
asr_q01_p,Family Mental Health,Family Mental Health,True
asr_q02_p,Family Mental Health,Family Mental Health,True
asr_q03_p,Family Mental Health,Family Mental Health,True
asr_q04_p,Family Mental Health,Family Mental Health,True
asr_q05_p,Family Mental Health,Family Mental Health,True
asr_q06_p,Family Mental Health,Family Mental Health,True
asr_q07_p,Family Mental Health,Family Mental Health,True
asr_q08_p,Family Mental Health,Family Mental Health,True
asr_q09_p,Family Mental Health,Family Mental Health,True
asr_q10_p,Family Mental Health,Family Mental Health,True
asr_q100_p,Family Mental Health,Family Mental Health,True
asr_q101_p,Family Mental Health,Family Mental Health,True
asr_q102_p,Family Mental Health,Family Mental Health,True
asr_q103_p,Family Mental Health,Family Mental Health,True
asr_q104_p,Family Mental Health,Family Mental Health,True
asr_q105_p,Family Mental Health,Family Mental Health,True
asr_q106_p,Family Mental Health,Family Mental Health,True
asr_q107_p,Family Mental Health,Family Mental Health,True
asr_q108_p,Family Mental Health,Family Mental Health,True
asr_q109_p,Family Mental Health,Family Mental Health,True
asr_q11_p,Family Mental Health,Family Mental Health,True
asr_q111_p,Family Mental Health,Family Mental Health,True
asr_q112_p,Family Mental Health,Family Mental Health,True
asr_q113_p,Family Mental Health,Family Mental Health,True
asr_q114_p,Family Mental Health,Family Mental Health,True
asr_q115_p,Family Mental Health,Family Mental Health,True
asr_q116_p,Family Mental Health,Family Mental Health,True
asr_q117_p,Family Mental Health,Family Mental Health,True
asr_q118_p,Family Mental Health,Family Mental Health,True
asr_q119_p,Family Mental Health,Family Mental Health,True
asr_q12_p,Family Mental Health,Family Mental Health,True
asr_q120_p,Family Mental Health,Family Mental Health,True
asr_q121_p,Family Mental Health,Family Mental Health,True
asr_q122_p,Family Mental Health,Family Mental Health,True
asr_q123_p,Family Mental Health,Family Mental Health,True
asr_q124_p,Family Mental Health,Family Mental Health,True
asr_q125_p,Family Mental Health,Family Mental Health,True
asr_q126_p,Family Mental Health,Family Mental Health,True
asr_q13_p,Family Mental Health,Family Mental Health,True
asr_q14_p,Family Mental Health,Family Mental Health,True
asr_q15_p,Family Mental Health,Family Mental Health,True
asr_q16_p,Family Mental Health,Family Mental Health,True
asr_q17_p,Family Mental Health,Family Mental Health,True
asr_q19_p,Family Mental Health,Family Mental Health,True
asr_q22_p,Family Mental Health,Family Mental Health,True
asr_q23_p,Family Mental Health,Family Mental Health,True
asr_q24_p,Family Mental Health,Family Mental Health,True
asr_q25_p,Family Mental Health,Family Mental Health,True
asr_q26_p,Family Mental Health,Family Mental Health,True
asr_q27_p,Family Mental Health,Family Mental Health,True
asr_q28_p,Family Mental Health,Family Mental Health,True
asr_q29_p,Family Mental Health,Family Mental Health,True
asr_q30_p,Family Mental Health,Family Mental Health,True
asr_q31_p,Family Mental Health,Family Mental Health,True
asr_q32_p,Family Mental Health,Family Mental Health,True
asr_q33_p,Family Mental Health,Family Mental Health,True
asr_q34_p,Family Mental Health,Family Mental Health,True
asr_q35_p,Family Mental Health,Family Mental Health,True
asr_q36_p,Family Mental Health,Family Mental Health,True
asr_q38_p,Family Mental Health,Family Mental Health,True
asr_q41_p,Family Mental Health,Family Mental Health,True
asr_q42_p,Family Mental Health,Family Mental Health,True
asr_q43_p,Family Mental Health,Family Mental Health,True
asr_q44_p,Family Mental Health,Family Mental Health,True
asr_q45_p,Family Mental Health,Family Mental Health,True
asr_q46_p,Family Mental Health,Family Mental Health,True
asr_q47_p,Family Mental Health,Family Mental Health,True
asr_q48_p,Family Mental Health,Family Mental Health,True
asr_q49_p,Family Mental Health,Family Mental Health,True
asr_q50_p,Family Mental Health,Family Mental Health,True
asr_q51_p,Family Mental Health,Family Mental Health,True
asr_q52_p,Family Mental Health,Family Mental Health,True
asr_q53_p,Family Mental Health,Family Mental Health,True
asr_q54_p,Family Mental Health,Family Mental Health,True
asr_q55_p,Family Mental Health,Family Mental Health,True
asr_q56a_p,Family Mental Health,Family Mental Health,True
asr_q56b_p,Family Mental Health,Family Mental Health,True
asr_q56c_p,Family Mental Health,Family Mental Health,True
asr_q56d_p,Family Mental Health,Family Mental Health,True
asr_q56e_p,Family Mental Health,Family Mental Health,True
asr_q56f_p,Family Mental Health,Family Mental Health,True
asr_q56g_p,Family Mental Health,Family Mental Health,True
asr_q56h_p,Family Mental Health,Family Mental Health,True
asr_q56i_p,Family Mental Health,Family Mental Health,True
asr_q58_p,Family Mental Health,Family Mental Health,True
asr_q59_p,Family Mental Health,Family Mental Health,True
asr_q60_p,Family Mental Health,Family Mental Health,True
asr_q61_p,Family Mental Health,Family Mental Health,True
asr_q62_p,Family Mental Health,Family Mental Health,True
asr_q63_p,Family Mental Health,Family Mental Health,True
asr_q64_p,Family Mental Health,Family Mental Health,True
asr_q65_p,Family Mental Health,Family Mental Health,True
asr_q66_p,Family Mental Health,Family Mental Health,True
asr_q67_p,Family Mental Health,Family Mental Health,True
asr_q68_p,Family Mental Health,Family Mental Health,True
asr_q69_p,Family Mental Health,Family Mental Health,True
asr_q71_p,Family Mental Health,Family Mental Health,True
asr_q72_p,Family Mental Health,Family Mental Health,True
asr_q73_p,Family Mental Health,Family Mental Health,True
asr_q74_p,Family Mental Health,Family Mental Health,True
asr_q75_p,Family Mental Health,Family Mental Health,True
asr_q76_p,Family Mental Health,Family Mental Health,True
asr_q77_p,Family Mental Health,Family Mental Health,True
asr_q78_p,Family Mental Health,Family Mental Health,True
asr_q80_p,Family Mental Health,Family Mental Health,True
asr_q81_p,Family Mental Health,Family Mental Health,True
asr_q83_p,Family Mental Health,Family Mental Health,True
asr_q84_p,Family Mental Health,Family Mental Health,True
asr_q85_p,Family Mental Health,Family Mental Health,True
asr_q86_p,Family Mental Health,Family Mental Health,True
asr_q87_p,Family Mental Health,Family Mental Health,True
asr_q88_p,Family Mental Health,Family Mental Health,True
asr_q89_p,Family Mental Health,Family Mental Health,True
asr_q90_p,Family Mental Health,Family Mental Health,True
asr_q91_p,Family Mental Health,Family Mental Health,True
asr_q93_p,Family Mental Health,Family Mental Health,True
asr_q94_p,Family Mental Health,Family Mental Health,True
asr_q95_p,Family Mental Health,Family Mental Health,True
asr_q96_p,Family Mental Health,Family Mental Health,True
asr_q98_p,Family Mental Health,Family Mental Health,True
asr_q99_p,Family Mental Health,Family Mental Health,True
asr_scr_adhd_r,Family Mental Health,Family Mental Health,True
asr_scr_aggressive_r,Family Mental Health,Family Mental Health,True
asr_scr_antisocial_r,Family Mental Health,Family Mental Health,True
asr_scr_anxdep_r,Family Mental Health,Family Mental Health,True
asr_scr_anxdisord_r,Family Mental Health,Family Mental Health,True
asr_scr_attention_r,Family Mental Health,Family Mental Health,True
asr_scr_avoidant_r,Family Mental Health,Family Mental Health,True
asr_scr_depress_r,Family Mental Health,Family Mental Health,True
asr_scr_external_r,Family Mental Health,Family Mental Health,True
asr_scr_hyperactive_r,Family Mental Health,Family Mental Health,True
asr_scr_inattention_r,Family Mental Health,Family Mental Health,True
asr_scr_internal_r,Family Mental Health,Family Mental Health,True
asr_scr_intrusive_r,Family Mental Health,Family Mental Health,True
asr_scr_perstr_r,Family Mental Health,Family Mental Health,True
asr_scr_rulebreak_r,Family Mental Health,Family Mental Health,True
asr_scr_somatic_r,Family Mental Health,Family Mental Health,True
asr_scr_somaticpr_r,Family Mental Health,Family Mental Health,True
asr_scr_thought_r,Family Mental Health,Family Mental Health,True
asr_scr_totprob_r,Family Mental Health,Family Mental Health,True
asr_scr_withdrawn_r,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_ma_p,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_fath_prob_scd_p,Family Mental Health,Family Mental Health,True
