study_variable,published_domain,regex_domain,match
peq_loser_perp,Child Mental Health,Unclassified,False
peq_loser_vic,Child Mental Health,Unclassified,False
peq_rumor_perp,Child Mental Health,Unclassified,False
peq_rumor_vic,Child Mental Health,Unclassified,False
peq_ss_overt_aggression,Child Mental Health,Unclassified,False
peq_ss_overt_victim,Child Mental Health,Unclassified,False
peq_ss_relational_aggs,Child Mental Health,Unclassified,False
peq_ss_relational_victim,Child Mental Health,Unclassified,False
peq_ss_reputation_aggs,Child Mental Health,Unclassified,False
peq_ss_reputation_victim,Child Mental Health,Unclassified,False
peq_threat_perp,Child Mental Health,Unclassified,False
peq_threat_vic,Child Mental Health,Unclassified,False
poa_nihtb_1_y,Child Mental Health,Unclassified,False
poa_nihtb_2_y,Child Mental Health,Unclassified,False
poa_nihtb_3_y,Child Mental Health,Unclassified,False
poa_nihtb_4_y,Child Mental Health,Unclassified,False
poa_nihtb_5_y,Child Mental Health,Unclassified,False
poa_nihtb_6_y,Child Mental Health,Unclassified,False
poa_nihtb_7_y,Child Mental Health,Unclassified,False
poa_nihtb_8_y,Child Mental Health,Unclassified,False
poa_nihtb_9_y,Child Mental Health,Unclassified,False
poa_y_ss_sum,Child Mental Health,Unclassified,False
ssrs_15r_p,Child Mental Health,Unclassified,False
ssrs_16_p,Child Mental Health,Unclassified,False
ssrs_18_p,Child Mental Health,Unclassified,False
ssrs_24_p,Child Mental Health,Unclassified,False
ssrs_29_p,Child Mental Health,Unclassified,False
ssrs_35_p,Child Mental Health,Unclassified,False
ssrs_37_p,Child Mental Health,Unclassified,False
ssrs_39_p,Child Mental Health,Unclassified,False
ssrs_42_p,Child Mental Health,Unclassified,False
ssrs_58_p,Child Mental Health,Unclassified,False
ssrs_6_p,Child Mental Health,Unclassified,False
ssrs_p_ss_sum,Child Mental Health,Unclassified,False
sup_1_y,Child Mental Health,Unclassified,False
sup_2_y,Child Mental Health,Unclassified,False
sup_3_y,Child Mental Health,Unclassified,False
sup_4_y,Child Mental Health,Unclassified,False
sup_5_y,Child Mental Health,Unclassified,False
sup_6_y,Child Mental Health,Unclassified,False
sup_7_y,Child Mental Health,Unclassified,False
sup_y_ss_sum,Child Mental Health,Unclassified,False
